gene_index,chromosome,ensembl_gene_id,gene_symbol,gene_start,gene_end,length
chr4@ENSG00000250957@RP11-248N22.1@174135055@174154637,chr4,ENSG00000250957,RP11-248N22.1,174135055,174154637,1144
chr4@ENSG00000251213@RP11-248N22.2@174164441@174168913,chr4,ENSG00000251213,RP11-248N22.2,174164441,174168913,335
chr4@ENSG00000164117@FBXO8@174236658@174284264,chr4,ENSG00000164117,FBXO8,174236658,174284264,2810
chr4@ENSG00000164118@CEP44@174283677@174333380,chr4,ENSG00000164118,CEP44,174283677,174333380,7132
chr4@ENSG00000249875@RP11-51M24.1@174354854@174376445,chr4,ENSG00000249875,RP11-51M24.1,174354854,174376445,366
chr4@ENSG00000265846@MIR4276@174423795@174423864,chr4,ENSG00000265846,MIR4276,174423795,174423864,70
chr4@ENSG00000164120@HPGD@174490177@174523154,chr4,ENSG00000164120,HPGD,174490177,174523154,5529
chr4@ENSG00000250596@RP11-440I14.2@174523701@174540344,chr4,ENSG00000250596,RP11-440I14.2,174523701,174540344,2202
chr4@ENSG00000251584@RP11-440I14.3@174536640@174540784,chr4,ENSG00000251584,RP11-440I14.3,174536640,174540784,792
chr4@ENSG00000250760@RP11-440I14.4@174539189@174540255,chr4,ENSG00000250760,RP11-440I14.4,174539189,174540255,1067
chr4@ENSG00000145451@GLRA3@174636914@174829314,chr4,ENSG00000145451,GLRA3,174636914,174829314,9599
chr4@ENSG00000168594@ADAM29@174829668@174978180,chr4,ENSG00000168594,ADAM29,174829668,174978180,5957
chr4@ENSG00000250200@RP13-577H12.3@174923813@174924038,chr4,ENSG00000250200,RP13-577H12.3,174923813,174924038,226
chr4@ENSG00000265493@AC105914.1@174927307@174927391,chr4,ENSG00000265493,AC105914.1,174927307,174927391,85
chr4@ENSG00000250431@RP13-577H12.2@174977571@174979381,chr4,ENSG00000250431,RP13-577H12.2,174977571,174979381,233
chr4@ENSG00000249411@RP11-391J13.1@175017016@175019214,chr4,ENSG00000249411,RP11-391J13.1,175017016,175019214,2199
chr4@ENSG00000249284@RP11-287F9.1@175286605@175290767,chr4,ENSG00000249284,RP11-287F9.1,175286605,175290767,1458
chr4@ENSG00000248551@RP11-287F9.2@175346358@175403110,chr4,ENSG00000248551,RP11-287F9.2,175346358,175403110,905
chr4@ENSG00000249945@RP11-598D14.1@175458289@175466697,chr4,ENSG00000249945,RP11-598D14.1,175458289,175466697,490
chr4@ENSG00000251174@TSEN2P1@175494614@175496000,chr4,ENSG00000251174,TSEN2P1,175494614,175496000,1387
chr4@ENSG00000248574@ADAM20P2@175574868@175576140,chr4,ENSG00000248574,ADAM20P2,175574868,175576140,1273
chr4@ENSG00000150625@GPM6A@175632934@176002664,chr4,ENSG00000150625,GPM6A,175632934,176002664,7040
chr4@ENSG00000249106@RP11-806K15.1@175790307@175812189,chr4,ENSG00000249106,RP11-806K15.1,175790307,175812189,1213
chr4@ENSG00000248249@RP11-598O12.1@175962061@175962485,chr4,ENSG00000248249,RP11-598O12.1,175962061,175962485,425
chr4@ENSG00000250372@MARK2P4@176012038@176014417,chr4,ENSG00000250372,MARK2P4,176012038,176014417,2380
chr4@ENSG00000264130@AC110794.1@176038083@176038188,chr4,ENSG00000264130,AC110794.1,176038083,176038188,106
chr4@ENSG00000150627@WDR17@176065834@176182818,chr4,ENSG00000150627,WDR17,176065834,176182818,7808
chr4@ENSG00000201516@SNORA51@176098163@176098285,chr4,ENSG00000201516,SNORA51,176098163,176098285,123
chr4@ENSG00000150628@SPATA4@176184638@176195671,chr4,ENSG00000150628,SPATA4,176184638,176195671,2464
chr4@ENSG00000164122@ASB5@176213673@176277571,chr4,ENSG00000164122,ASB5,176213673,176277571,4064
chr4@ENSG00000248980@RP11-87F15.2@176308268@176320458,chr4,ENSG00000248980,RP11-87F15.2,176308268,176320458,610
chr4@ENSG00000129128@SPCS3@176319964@176332245,chr4,ENSG00000129128,SPCS3,176319964,176332245,6831
chr4@ENSG00000248480@RP11-313E19.1@176631392@176633231,chr4,ENSG00000248480,RP11-313E19.1,176631392,176633231,1050
chr4@ENSG00000248388@RP11-313E19.2@176669621@176706145,chr4,ENSG00000248388,RP11-313E19.2,176669621,176706145,383
chr4@ENSG00000150630@VEGFC@176683538@176792727,chr4,ENSG00000150630,VEGFC,176683538,176792727,2420
chr4@ENSG00000249458@RP11-624A4.1@176866614@176875457,chr4,ENSG00000249458,RP11-624A4.1,176866614,176875457,428
chr4@ENSG00000250263@RP11-765K14.1@176875702@176880605,chr4,ENSG00000250263,RP11-765K14.1,176875702,176880605,691
chr4@ENSG00000222859@RN7SKP136@177181442@177181741,chr4,ENSG00000222859,RN7SKP136,177181442,177181741,300
chr4@ENSG00000249008@RP11-487E13.1@177242539@177248773,chr4,ENSG00000249008,RP11-487E13.1,177242539,177248773,421
chr4@ENSG00000109674@NEIL3@177309836@177362943,chr4,ENSG00000109674,NEIL3,177309836,177362943,2959
chr4@ENSG00000249084@RP11-376O6.2@177343004@177357032,chr4,ENSG00000249084,RP11-376O6.2,177343004,177357032,753
chr4@ENSG00000038002@AGA@177430770@177442503,chr4,ENSG00000038002,AGA,177430770,177442503,2675
chr4@ENSG00000250131@RP11-130F10.1@177444979@177677126,chr4,ENSG00000250131,RP11-130F10.1,177444979,177677126,2161
chr4@ENSG00000201931@RNA5SP172@177457111@177457228,chr4,ENSG00000201931,RNA5SP172,177457111,177457228,118
chr4@ENSG00000221499@AC078881.1@177544477@177544564,chr4,ENSG00000221499,AC078881.1,177544477,177544564,88
chr4@ENSG00000251416@RP11-140M13.1@177686673@177691068,chr4,ENSG00000251416,RP11-140M13.1,177686673,177691068,255
chr4@ENSG00000231171@LINC01098@177728757@177990750,chr4,ENSG00000231171,LINC01098,177728757,177990750,1034
chr4@ENSG00000251504@LINC01099@177729638@177907936,chr4,ENSG00000251504,LINC01099,177729638,177907936,1594
chr4@ENSG00000253000@RNU1-45P@178116721@178116861,chr4,ENSG00000253000,RNU1-45P,178116721,178116861,141
chr4@ENSG00000241877@RP11-84H6.1@178286695@178287285,chr4,ENSG00000241877,RP11-84H6.1,178286695,178287285,591
chr4@ENSG00000201727@RNA5SP173@178406695@178406830,chr4,ENSG00000201727,RNA5SP173,178406695,178406830,136
chr4@ENSG00000212191@SNORD65@178685886@178685956,chr4,ENSG00000212191,SNORD65,178685886,178685956,71
chr4@ENSG00000250839@RP11-296L20.1@179069437@179069594,chr4,ENSG00000250839,RP11-296L20.1,179069437,179069594,158
chr4@ENSG00000250993@RP11-404J23.1@179389134@179465305,chr4,ENSG00000250993,RP11-404J23.1,179389134,179465305,539
chr4@ENSG00000248921@RP11-774G5.1@179856853@179857581,chr4,ENSG00000248921,RP11-774G5.1,179856853,179857581,420
chr4@ENSG00000251025@RP11-751A18.1@180573464@180574027,chr4,ENSG00000251025,RP11-751A18.1,180573464,180574027,564
chr4@ENSG00000249883@RP11-460H9.1@180731164@180759038,chr4,ENSG00000249883,RP11-460H9.1,180731164,180759038,529
chr4@ENSG00000248197@LINC00290@181064089@181159149,chr4,ENSG00000248197,LINC00290,181064089,181159149,593
chr4@ENSG00000248770@RP11-665C14.1@181237358@181237564,chr4,ENSG00000248770,RP11-665C14.1,181237358,181237564,207
chr4@ENSG00000249460@RP11-665C14.2@181261161@181265029,chr4,ENSG00000249460,RP11-665C14.2,181261161,181265029,493
chr4@ENSG00000225356@RP11-433O3.1@181522666@181523001,chr4,ENSG00000225356,RP11-433O3.1,181522666,181523001,336
chr4@ENSG00000251336@RP11-540E16.2@181820019@181829973,chr4,ENSG00000251336,RP11-540E16.2,181820019,181829973,401
chr4@ENSG00000251742@RN7SKP13@181834865@181835108,chr4,ENSG00000251742,RN7SKP13,181834865,181835108,244
chr4@ENSG00000177822@AC108142.1@181874438@182145249,chr4,ENSG00000177822,AC108142.1,181874438,182145249,5551
chr4@ENSG00000251433@CCNHP1@181905790@181906467,chr4,ENSG00000251433,CCNHP1,181905790,181906467,678
chr4@ENSG00000218336@TENM3@182143987@182803024,chr4,ENSG00000218336,TENM3,182143987,182803024,11984
chr4@ENSG00000248266@RP11-402C9.1@182144852@182190382,chr4,ENSG00000248266,RP11-402C9.1,182144852,182190382,286
chr4@ENSG00000221227@MIR1305@182169293@182169378,chr4,ENSG00000221227,MIR1305,182169293,182169378,86
chr4@ENSG00000252343@RNU2-34P@182548659@182548779,chr4,ENSG00000252343,RNU2-34P,182548659,182548779,121
chr4@ENSG00000251714@RN7SKP67@182631454@182631688,chr4,ENSG00000251714,RN7SKP67,182631454,182631688,235
chr4@ENSG00000248816@RP11-18D7.3@182697902@182708042,chr4,ENSG00000248816,RP11-18D7.3,182697902,182708042,518
chr4@ENSG00000248694@RP11-18D7.2@182772565@182773931,chr4,ENSG00000248694,RP11-18D7.2,182772565,182773931,444
chr4@ENSG00000221186@AC114798.1@182826228@182826365,chr4,ENSG00000221186,AC114798.1,182826228,182826365,138
chr4@ENSG00000272646@RP11-188P17.2@182881777@182882203,chr4,ENSG00000272646,RP11-188P17.2,182881777,182882203,427
chr4@ENSG00000129187@DCTD@182890060@182917936,chr4,ENSG00000129187,DCTD,182890060,182917936,3466
chr4@ENSG00000250636@RP11-335L23.2@183028601@183029720,chr4,ENSG00000250636,RP11-335L23.2,183028601,183029720,823
chr4@ENSG00000230219@FAM92A1P2@183037665@183040119,chr4,ENSG00000230219,FAM92A1P2,183037665,183040119,2455
chr4@ENSG00000273180@RP11-335L23.4@183075480@183076033,chr4,ENSG00000273180,RP11-335L23.4,183075480,183076033,554
chr4@ENSG00000272784@RP11-335L23.5@183094423@183095056,chr4,ENSG00000272784,RP11-335L23.5,183094423,183095056,634
chr4@ENSG00000251359@WWC2-AS2@183097017@183099199,chr4,ENSG00000251359,WWC2-AS2,183097017,183099199,2183
chr4@ENSG00000151718@WWC2@183099293@183320777,chr4,ENSG00000151718,WWC2,183099293,183320777,9966
chr4@ENSG00000252702@RNU7-158P@183169348@183169417,chr4,ENSG00000252702,RNU7-158P,183169348,183169417,70
chr4@ENSG00000251128@WWC2-AS1@183233628@183240634,chr4,ENSG00000251128,WWC2-AS1,183233628,183240634,404
chr4@ENSG00000177300@CLDN22@183318194@183320774,chr4,ENSG00000177300,CLDN22,183318194,183320774,2581
chr4@ENSG00000185758@CLDN24@183321764@183322426,chr4,ENSG00000185758,CLDN24,183321764,183322426,663
chr4@ENSG00000250292@RP11-451F20.1@183380345@183381705,chr4,ENSG00000250292,RP11-451F20.1,183380345,183381705,1361
chr4@ENSG00000263395@AC093844.1@183384553@183384620,chr4,ENSG00000263395,AC093844.1,183384553,183384620,68
chr4@ENSG00000248376@RP11-692E14.1@183418890@183419805,chr4,ENSG00000248376,RP11-692E14.1,183418890,183419805,916
chr4@ENSG00000168564@CDKN2AIP@183444591@183448198,chr4,ENSG00000168564,CDKN2AIP,183444591,183448198,3193
chr4@ENSG00000213434@VTI1BP2@183483490@183484185,chr4,ENSG00000213434,VTI1BP2,183483490,183484185,696
chr4@ENSG00000232648@RP11-367N14.2@183494938@183504494,chr4,ENSG00000232648,RP11-367N14.2,183494938,183504494,559
chr4@ENSG00000168556@ING2@183504994@183511096,chr4,ENSG00000168556,ING2,183504994,183511096,1426
chr4@ENSG00000272744@RP11-367N14.3@183516894@183517527,chr4,ENSG00000272744,RP11-367N14.3,183516894,183517527,634
chr4@ENSG00000182552@RWDD4@183639635@183659225,chr4,ENSG00000182552,RWDD4,183639635,183659225,2776
chr4@ENSG00000252157@RNU6-479P@183653572@183653676,chr4,ENSG00000252157,RNU6-479P,183653572,183653676,105
chr4@ENSG00000168538@TRAPPC11@183659267@183713594,chr4,ENSG00000168538,TRAPPC11,183659267,183713594,5841
chr4@ENSG00000201433@RNU6-335P@183675603@183675715,chr4,ENSG00000201433,RNU6-335P,183675603,183675715,113
chr4@ENSG00000251739@RNU6-1053P@183705931@183706031,chr4,ENSG00000251739,RNU6-1053P,183705931,183706031,101
chr4@ENSG00000173320@STOX2@183853431@184023526,chr4,ENSG00000173320,STOX2,183853431,184023526,10952
chr4@ENSG00000248206@RP11-739P1.2@183987678@183988750,chr4,ENSG00000248206,RP11-739P1.2,183987678,183988750,622
chr4@ENSG00000250726@RP11-616K6.1@184072403@184073039,chr4,ENSG00000250726,RP11-616K6.1,184072403,184073039,637
chr4@ENSG00000164303@ENPP6@184088706@184221230,chr4,ENSG00000164303,ENPP6,184088706,184221230,4703
chr4@ENSG00000240159@RP11-162O12.1@184254509@184255330,chr4,ENSG00000240159,RP11-162O12.1,184254509,184255330,822
chr4@ENSG00000221523@AC079080.1@184267357@184267431,chr4,ENSG00000221523,AC079080.1,184267357,184267431,75
chr4@ENSG00000244512@RN7SL28P@184278936@184279233,chr4,ENSG00000244512,RN7SL28P,184278936,184279233,298
chr4@ENSG00000227765@RP11-162O12.2@184299129@184299640,chr4,ENSG00000227765,RP11-162O12.2,184299129,184299640,512
chr4@ENSG00000180712@RP11-290F5.2@184340756@184353977,chr4,ENSG00000180712,RP11-290F5.2,184340756,184353977,2353
chr4@ENSG00000249096@RP11-290F5.1@184365183@184382306,chr4,ENSG00000249096,RP11-290F5.1,184365183,184382306,2767
chr4@ENSG00000168310@IRF2@184387713@184474580,chr4,ENSG00000168310,IRF2,184387713,184474580,3116
chr4@ENSG00000251878@SNORD79@184431966@184432049,chr4,ENSG00000251878,SNORD79,184431966,184432049,84
chr4@ENSG00000270426@RP11-326I11.5@184471924@184472609,chr4,ENSG00000270426,RP11-326I11.5,184471924,184472609,686
chr4@ENSG00000271646@RP11-326I11.3@184474802@184477304,chr4,ENSG00000271646,RP11-326I11.3,184474802,184477304,2503
chr4@ENSG00000271538@RP11-326I11.4@184506460@184537554,chr4,ENSG00000271538,RP11-326I11.4,184506460,184537554,1252
chr4@ENSG00000249056@RP11-326I11.1@184559175@184559783,chr4,ENSG00000249056,RP11-326I11.1,184559175,184559783,609
chr4@ENSG00000254233@RP11-242J7.1@184584093@184625030,chr4,ENSG00000254233,RP11-242J7.1,184584093,184625030,1268
chr4@ENSG00000164305@CASP3@184627696@184649509,chr4,ENSG00000164305,CASP3,184627696,184649509,2899
chr4@ENSG00000164306@PRIMPOL@184649613@184694963,chr4,ENSG00000164306,PRIMPOL,184649613,184694963,2843
chr4@ENSG00000151725@CENPU@184694618@184734133,chr4,ENSG00000151725,CENPU,184694618,184734133,2953
chr4@ENSG00000151726@ACSL1@184755595@184826818,chr4,ENSG00000151726,ACSL1,184755595,184826818,6284
chr4@ENSG00000249138@SLED1@184798296@184799046,chr4,ENSG00000249138,SLED1,184798296,184799046,751
chr4@ENSG00000251139@RP11-701P16.2@184813619@184821300,chr4,ENSG00000251139,RP11-701P16.2,184813619,184821300,628
chr4@ENSG00000251230@RP11-701P16.5@184844585@184855751,chr4,ENSG00000251230,RP11-701P16.5,184844585,184855751,986
chr4@ENSG00000266698@MIR3945@184851013@184851110,chr4,ENSG00000266698,MIR3945,184851013,184851110,98
chr4@ENSG00000249173@LINC01093@184893871@184899454,chr4,ENSG00000249173,LINC01093,184893871,184899454,795
chr4@ENSG00000251147@RP11-701P16.3@184910889@184911352,chr4,ENSG00000251147,RP11-701P16.3,184910889,184911352,464
chr4@ENSG00000263458@MIR4455@184938383@184938440,chr4,ENSG00000263458,MIR4455,184938383,184938440,58
chr4@ENSG00000279460@RP11-517M22.1@184984277@184988127,chr4,ENSG00000279460,RP11-517M22.1,184984277,184988127,3851
chr4@ENSG00000248517@RP11-386B13.4@184988997@185005186,chr4,ENSG00000248517,RP11-386B13.4,184988997,185005186,911
chr4@ENSG00000187821@HELT@185018841@185020804,chr4,ENSG00000187821,HELT,185018841,185020804,1236
chr4@ENSG00000250754@RP11-386B13.3@185051896@185107248,chr4,ENSG00000250754,RP11-386B13.3,185051896,185107248,2526
chr4@ENSG00000249520@RP11-386B13.1@185064981@185065323,chr4,ENSG00000249520,RP11-386B13.1,185064981,185065323,343
chr4@ENSG00000265619@AC093824.1@185122322@185122422,chr4,ENSG00000265619,AC093824.1,185122322,185122422,101
chr4@ENSG00000151729@SLC25A4@185143241@185150382,chr4,ENSG00000151729,SLC25A4,185143241,185150382,4844
chr4@ENSG00000164323@CFAP97@185159665@185209504,chr4,ENSG00000164323,CFAP97,185159665,185209504,6886
chr4@ENSG00000109762@SNX25@185204237@185370185,chr4,ENSG00000109762,SNX25,185204237,185370185,4567
chr4@ENSG00000109771@LRP2BP@185363879@185395899,chr4,ENSG00000109771,LRP2BP,185363879,185395899,7360
chr4@ENSG00000250410@RP11-714G18.1@185370725@185390928,chr4,ENSG00000250410,RP11-714G18.1,185370725,185390928,587
chr4@ENSG00000186352@ANKRD37@185396021@185400628,chr4,ENSG00000186352,ANKRD37,185396021,185400628,2580
chr4@ENSG00000109775@UFSP2@185399540@185425985,chr4,ENSG00000109775,UFSP2,185399540,185425985,2781
chr4@ENSG00000207231@Y_RNA@185415973@185416086,chr4,ENSG00000207231,Y_RNA,185415973,185416086,114
chr4@ENSG00000205129@C4orf47@185426249@185449826,chr4,ENSG00000205129,C4orf47,185426249,185449826,1366
chr4@ENSG00000168491@CCDC110@185445182@185471759,chr4,ENSG00000168491,CCDC110,185445182,185471759,3388
chr4@ENSG00000249679@RP11-279O9.4@185471516@185472263,chr4,ENSG00000249679,RP11-279O9.4,185471516,185472263,394
chr4@ENSG00000154553@PDLIM3@185500660@185535612,chr4,ENSG00000154553,PDLIM3,185500660,185535612,9117
chr4@ENSG00000154556@SORBS2@185585444@185956652,chr4,ENSG00000154556,SORBS2,185585444,185956652,16730
chr4@ENSG00000233110@RP11-301L8.2@185587909@185594003,chr4,ENSG00000233110,RP11-301L8.2,185587909,185594003,1789
chr4@ENSG00000235902@RP11-626E13.1@185665885@185675417,chr4,ENSG00000235902,RP11-626E13.1,185665885,185675417,618
chr4@ENSG00000207497@Y_RNA@185709873@185709967,chr4,ENSG00000207497,Y_RNA,185709873,185709967,95
chr4@ENSG00000235149@RP11-45I20.1@185918140@185919460,chr4,ENSG00000235149,RP11-45I20.1,185918140,185919460,549
chr4@ENSG00000222727@RNU4-64P@186026456@186026586,chr4,ENSG00000222727,RNU4-64P,186026456,186026586,131
chr4@ENSG00000164342@TLR3@186069152@186088069,chr4,ENSG00000164342,TLR3,186069152,186088069,6724
chr4@ENSG00000109794@FAM149A@186104419@186172667,chr4,ENSG00000109794,FAM149A,186104419,186172667,5218
chr4@ENSG00000253013@SNORA31@186130021@186130155,chr4,ENSG00000253013,SNORA31,186130021,186130155,135
chr4@ENSG00000250327@RP11-173M11.2@186157896@186158843,chr4,ENSG00000250327,RP11-173M11.2,186157896,186158843,864
chr4@ENSG00000251008@ORAOV1P1@186170863@186171257,chr4,ENSG00000251008,ORAOV1P1,186170863,186171257,395
chr4@ENSG00000279943@FLJ38576@186189032@186191490,chr4,ENSG00000279943,FLJ38576,186189032,186191490,2459
chr4@ENSG00000145476@CYP4V2@186191520@186213456,chr4,ENSG00000145476,CYP4V2,186191520,186213456,9807
chr4@ENSG00000164344@KLKB1@186208979@186258471,chr4,ENSG00000164344,KLKB1,186208979,186258471,2953
chr4@ENSG00000088926@F11@186265945@186288806,chr4,ENSG00000088926,F11,186265945,186288806,3364
chr4@ENSG00000251165@F11-AS1@186286094@186500997,chr4,ENSG00000251165,F11-AS1,186286094,186500997,2683
chr4@ENSG00000213332@SLC25A5P6@186328716@186329601,chr4,ENSG00000213332,SLC25A5P6,186328716,186329601,886
chr4@ENSG00000272297@RP11-215A19.2@186426546@186555328,chr4,ENSG00000272297,RP11-215A19.2,186426546,186555328,700
chr4@ENSG00000212387@RNU6-1055P@186501109@186501215,chr4,ENSG00000212387,RNU6-1055P,186501109,186501215,107
chr4@ENSG00000168412@MTNR1A@186533655@186555567,chr4,ENSG00000168412,MTNR1A,186533655,186555567,1289
chr4@ENSG00000083857@FAT1@186587783@186726722,chr4,ENSG00000083857,FAT1,186587783,186726722,16177
chr4@ENSG00000250829@RP11-11N5.1@186890969@186892366,chr4,ENSG00000250829,RP11-11N5.1,186890969,186892366,496
chr4@ENSG00000272218@RP11-11N5.3@186892552@186892983,chr4,ENSG00000272218,RP11-11N5.3,186892552,186892983,432
chr4@ENSG00000249539@MRPS36P2@186900540@186900838,chr4,ENSG00000249539,MRPS36P2,186900540,186900838,299
chr4@ENSG00000249742@RP11-217E13.1@186979490@187021973,chr4,ENSG00000249742,RP11-217E13.1,186979490,187021973,474
chr4@ENSG00000250971@RP11-696F12.1@187060099@187060930,chr4,ENSG00000250971,RP11-696F12.1,187060099,187060930,421
chr4@ENSG00000249747@RP11-308K2.1@187201986@187209346,chr4,ENSG00000249747,RP11-308K2.1,187201986,187209346,1211
chr4@ENSG00000250658@RP11-138B4.1@187304083@187309682,chr4,ENSG00000250658,RP11-138B4.1,187304083,187309682,2114
chr4@ENSG00000250042@RP11-91J3.2@187370648@187371921,chr4,ENSG00000250042,RP11-91J3.2,187370648,187371921,498
chr4@ENSG00000250620@RP11-91J3.3@187413564@187415697,chr4,ENSG00000250620,RP11-91J3.3,187413564,187415697,536
chr4@ENSG00000277323@AC093763.1@187423800@187423898,chr4,ENSG00000277323,AC093763.1,187423800,187423898,99
chr4@ENSG00000251643@RP11-91J3.1@187441677@187444298,chr4,ENSG00000251643,RP11-91J3.1,187441677,187444298,1223
chr4@ENSG00000251490@RP11-237D3.1@187516153@187517208,chr4,ENSG00000251490,RP11-237D3.1,187516153,187517208,699
chr4@ENSG00000250590@RP11-565A3.2@187532878@187672641,chr4,ENSG00000250590,RP11-565A3.2,187532878,187672641,1266
chr4@ENSG00000249642@RP11-565A3.1@187613765@187660369,chr4,ENSG00000249642,RP11-565A3.1,187613765,187660369,762
chr4@ENSG00000249162@ADAM20P3@187746094@187748199,chr4,ENSG00000249162,ADAM20P3,187746094,187748199,2106
chr4@ENSG00000213331@RP11-713C19.2@187970273@187971284,chr4,ENSG00000213331,RP11-713C19.2,187970273,187971284,674
chr4@ENSG00000179059@ZFP42@187995771@188005050,chr4,ENSG00000179059,ZFP42,187995771,188005050,2656
chr4@ENSG00000179046@TRIML2@188091273@188109603,chr4,ENSG00000179046,TRIML2,188091273,188109603,3050
chr4@ENSG00000241011@RP11-713C19.1@188106558@188106914,chr4,ENSG00000241011,RP11-713C19.1,188106558,188106914,357
chr4@ENSG00000201085@RNU6-173P@188121531@188121634,chr4,ENSG00000201085,RNU6-173P,188121531,188121634,104
chr4@ENSG00000184108@TRIML1@188139419@188147743,chr4,ENSG00000184108,TRIML1,188139419,188147743,2113
chr4@ENSG00000247130@RP11-366H4.3@188140822@188143379,chr4,ENSG00000247130,RP11-366H4.3,188140822,188143379,505
chr4@ENSG00000248370@RP11-366H4.1@188160065@188161139,chr4,ENSG00000248370,RP11-366H4.1,188160065,188161139,677
chr4@ENSG00000242169@RP11-219G10.1@188349376@188350024,chr4,ENSG00000242169,RP11-219G10.1,188349376,188350024,649
chr4@ENSG00000248880@ICE2P1@188387471@188389666,chr4,ENSG00000248880,ICE2P1,188387471,188389666,1849
chr4@ENSG00000249378@LINC01060@188400736@188681051,chr4,ENSG00000249378,LINC01060,188400736,188681051,3202
